word	region	IPAs
agenesis	US	[/eɪˈd͡ʒɛnəsɪs/]
agent	US	[/ˈeɪ.d͡ʒənt/]
agents	US	[/ˈeɪ.d͡ʒənts/]
agglutinative	US	[/əˈɡluːtɪnətɪv/, [əˈɡɫut̚nəɾɪv]]
aggravated	US	[/ˈæɡ.ɹə.veɪ̯tɪd/]
aggregate	US	[/ˈæɡ.ɹɪ.ɡət/]
aggressive	US	[/əˈɡɹɛs.ɪv/]
aggressiveness	US	[/əˈɡrɛsɪvnɪs/]
aggro	US	[/ˈæɡ.ɹoʊ/]
agitated	US	[/ˈæd͡ʒɪteɪtɪd/]
agitation	US	[/æ.d͡ʒɪˈteɪ.ʃən/]
agnosia	US	[/æɡˈnoʊ.ʒə/]
agnostic	US	[/æɡˈnɑstɪk/]
ago	US	[/əˈɡoʊ/]
agog	US	[/əˈɡɑɡ/]
agone	US	[-ɒn]
agonizing	US	[/ˈæɡ.ə.naɪ.zɪŋ/]
agony	US	[/ˈæ.ɡə.niː/]
agrarian	US	[/əˈɡɹɛ(ə)ɹi.ən/]
agree	US	[/əˈɡɹi/]
agreeable	US	[/əˈɡɹiːəbl/]
agreeably	US	[/əˈɡɹiːəbli/]
agreed	US	[/əˈɡɹid/]
agreement	US	[/əˈɡɹiːmənt/]
agricultural	US	[/ˌæɡɹɪˈkʌlt͡ʃəɹəl/]
agriculturalist	US	[/ˌæɡɹɪˈkʌlt͡ʃəɹəlɪst/]
agriculture	US	[/ˈæɡɹɪˌkʌlt͡ʃɚ/]
agronomist	US	[/əˈɡɹɑːnəmɪst/]
ague	US	[/ˈeɪ.ɡju/]
aha	US	[[ɑˈhɑ], [əˈhɑ]]
ahorse	US	[/əˈhɔɹs/]
ai	US	[/ˈɑ.i/]
ailment	US	[/ˈeɪlmənt/]
air	US	[/ɛɹ/]
airbus	US	[/ˈeɹ.bʌs/]
aires	US	[/eɹz/]
airgasm	US	[/ˈɛəɹ.ɡæz.əm/]
airlift	US	[/ˈɛə.lɪft/]
airplane	US	[/ˈɛɚˌpleɪ̯n/]
airport	US	[/ˈɛɹ.pɔɹt/]
airs	US	[/ɛəɹz/]
ajar	US	[/əˈd͡ʒɑɹ/]
Ajax	US	[/ˈeɪ.d͡ʒæks/]
ajax	US	[/ˈeɪ.d͡ʒæks/]
akimbo	US	[/əˈkɪm.boʊ/]
Alabama	US	[/ˌæ.ləˈbæ.mə/]
Alabama	US	[/ˌæ.ləˈbæ.mə/]
Alabamian	US	[/ˌæləˈbæmi.ən/]
alabaster	US	[/ˈæl.əˌbæs.tɚ/]
alacrious	US	[/əˈlæk.ɹi.əs/]
alacrity	US	[/əˈlækɹɨti/]
alarm	US	[/əˈlɑɹm/]
alarmed	US	[/əˈlɑɹmd/]
alarmingly	US	[/əˈlɑɹm.ɪŋ.li/]
alarmist	US	[/əˈlɑɹmɪst/]
alas	US	[/əˈlæs/]
Alaska	US	[/əˈlæs.kə/]
alba	US	[/ˈæl.bə/]
albatross	US	[/ˈæl.bəˌtɹɔs/]
albedo	US	[/ælˈbi.doʊ/]
albeit	US	[/ɔlˈbi.ət/]
albinism	US	[/ˈælbəˌnɪzəm/]
albino	US	[/ælˈbaɪnoʊ/]
albumin	US	[/ælˈbjuː.mən/]
Albuquerque	US	[/ˈæl.bə.kɚ.ki/]
alchemist	US	[/ˈæl.kə.mɪst/]
alchemists	US	[/ˈæl.kə.mɪsts/]
alchemy	US	[/ˈælkəmi/]
alcoholic	US	[/ˌæl.kəˈhɔ.lɪk/]
alert	US	[/əˈlɝt/]
alethonym	US	[/əˈli.θəˌnɪm/]
alexia	US	[/əˈlɛk.si.ə/]
alfresco	US	[/ælˈfɹɛs.koʊ/]
alga	US	[/ˈæl.ɡə/]
Algeria	US	[/ælˈdʒɪɹiə/]
Algonquian	US	[/ælˈɡɑːŋk(w)i.ən/]
algorithm	US	[/ˈælɡəˌɹɪðəm/, [ˈæɫɡəˌɹɪðm̩]]
algorithmic	US	[/ˌælɡəˈɹɪðmɪk/]
Alhambra	US	[/ɑlˈhɑmbɹə/]
Alhambra	US	[/ælˈhæmbɹə/]
alibi	US	[/ˈæl.ə.baɪ/]
Alicia	US	[/əˈliːʃə/]
alien	US	[/ˈeɪ.li.ən/]
alignment	US	[/əˈlaɪn.mənt/]
alimentary	US	[/ˌælɪˈmɛnt(ə)ɹi/]
alimony	US	[/ˈæl.ə.moʊ.ni/]
aliquots	US	[/ˈæ.lɪ.kwɒts/]
alkali	US	[/ˈæl.kəˌlaɪ/]
alkaline	US	[/ˈæl.kə.laɪn/]
alkaloid	US	[/ˈæl.kə.lɔɪd/]
alkaloids	US	[/ˈæl.kə.lɔɪdz/]
allegiance	US	[/əˈliː.d͡ʒəns/]
allegorical	US	[/ˌæl.ɪˈɡɔɹ.ɪ.kəl/]
allegory	US	[/ˈæl.əˌɡɔɹ.i/]
allele	US	[/əˈliːl/]
allergic	US	[/əˈlɝ.d͡ʒɪk/]
alleviate	US	[/əˈli.vi.eɪt/]
allied	US	[/ˈæl.aɪd/]
alligator	US	[/ˈæl.ɪ.ɡeɪ.tɚ/]
alligators	US	[/ˈæl.ɪ.ɡeɪ.tɚz/]
allocated	US	[/ˈæl.ə.keɪ.tɪd/, [ˈæl.ə.keɪ.ɾɪd]]
allopathic	US	[/ˌæl.oʊˈpæθ.ɪk/]
allopathy	US	[/ˈæː.loʊ.pæ.θi/]
allophone	US	[/ˈæləˌfoʊn/]
allotment	US	[/əˈlɔt.mɛnt/]
allowance	US	[/əˈlaʊəns/]
allowing	US	[/əˈlaʊɪŋ/]
alluded	US	[/əˈluːdɪd/]
allusion	US	[/əˈlu.ʒən/]
allusive	US	[/əˈluː.sɪv/]
alma	US	[/ˈæl.mə/]
almirah	US	[/alˈmaɪɹə/]
almucantar	US	[/ælməˈkæntɚ/]
aloe	US	[/ˈæ.loʊ/]
aloes	US	[/ˈæ.loʊz/]
aloft	US	[/əˈlɔft/, -ɔːft]
alone	US	[/əˈloʊn/]
along	US	[/əˈlɔŋ/]
alpenglow	US	[/ˈæl.pən.ɡloʊ/]
alprazolam	US	[/ælˈpɹæz.əˌlæm/]
alright	US	[/ˌɔlˈɹaɪt/]
also	US	[/ˈɔl.soʊ/]
altar	US	[/ˈɔl.tɚ/]
alteration	US	[/ɔl.tɚˈeɪ.ʃən/]
altered	US	[/ˈɔl.tɚd/]
altersex	US	[/ˈaltɚsɛks/]
altimeter	US	[/ælˈtɪm.ɪ.tɚ/]
alto	US	[/ˈæl.toʊ/]
alumina	US	[/əˈl(j)uːmɪnə/]
aluminic	US	[-ɪnɪk]
aluminum	US	[/əˈlu.mɪ.nəm/]
alumni	US	[/əˈlʌmnaɪ/]
alums	US	[/ˈæ.ləmz/]
amalgam	US	[/əˈmæl.ɡəm/]
amanuensis	US	[/əˌmænjuˈɛnsɪs/]
amate	US	[/əˈmɑteɪ/]
amazon	US	[/ˈæm.əˌzɑn/]
amber	US	[/ˈæm.bɚ/]
ambiamorous	US	[/ˌæmbɪˈæm(ə)ɹəs/]
ambience	US	[/ˈæm.bi.əns/]
ambiguous	US	[/æmˈbɪɡ.ju.əs/, [ɛəmˈbɪɡ.ju.əs]]
ambisextrous	US	[/ˌæm.bɪˈsɛk.stɹəs/]
ambition	US	[/æmˈbɪʃ.ən/]
ambitious	US	[/æmˈbɪʃ.əs/]
ambivalent	US	[/æmˈbɪv.ə.lənt/]
ambles	US	[/ˈæm.bəlz/]
ambulant	US	[/ˈæm.bjə.lənt/]
ameliorate	US	[/əˈmiːli.əɹeɪt/]
amenorrhea	US	[/eɪˌmɛnəˈɹiə/]
Amerind	US	[/ˈæməɹənd/]
amethyst	US	[/ˈæm.ə.θɪst/]
amicable	US	[/ˈæ.mɪ.kə.bəl/]
Amis	US	[/əˈmiː/]
amity	US	[/ˈæ.mɪ.ti/, [ˈæ.mɪ.ɾi]]
Ammon	US	[[ˈɛə̯mɪ̈n]]
Ammonite	US	[[ˈɛə̯mɪ̈nʌɪ̯t̚]]
ammunition	US	[/ˌæmjuˈnɪʃən/]
amnesty	US	[/ˈæm.nɪ.sti/]
amniocentesis	US	[/ˌam.nɪ.ə(ʊ).sɛnˈtiːs.ɪs/]
amnion	US	[/ˈæm.ni.ɑːn/]
